id,name,name_en,buy_price,sell_price,category,created_at,updated_at
47,ウルベア銀貨,Urbea Silver Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
48,ウルベア銅貨,Urbea Copper Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
49,運動会・赤組衣装券,Red Team Voucher,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
50,運動会・白組衣装券,White Team Voucher,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
51,エテーネルスープ,Ethenel Soup,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
52,絵葉書用便せん,Postcard Paper,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
53,エビルプリーストカード,Aamon Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
54,エビルプリーストコイン,Aamon Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
55,エビルプリーストメダル,Aamon Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
56,エビルプリースト練習札,Aamon Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
57,エレガントココア,Elegant Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
58,エルフの飲み薬,Elfin Elixir,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
59,お祝いクラッカー,Celebration Popper,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
60,黄金のアンクの箱,Golden Ankh Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
61,黄金の花びら,Golden Petal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
62,黄金のブローチの箱,Golden Brooch Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
63,王都の桜もち,Royal Cherry Mochi,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
64,お正月の絵馬,New Year Ema,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
65,おたからさがしのすず,Treasure Eye Land Bell,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
66,おたから花,Treasurebloom,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
67,おたのしみギュッと箱,Pleasure Arm Doll Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
68,お花の福袋,Flower Grab Bag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
69,お招きのつばさ,Invitation Wing,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
70,おみくじボックス,Fortune Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
71,おみくじボックスII,Omikuji Box II,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
72,おみくじボックスIII,Omikuji Box III,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
73,おめかしカラー券,Recolor Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
74,おめかしレアカラー券,Rare Recolor Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
75,おもいでのすず,Evac-u-Bell,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
76,おもさのたね,Seed of Weight,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
77,オーガニックサラダ,Ogre-nic Salad,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
78,オーブな香水,Orb Perfume,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
79,オーブなプチ香水,Orb Perfume S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
80,オーブなプチプチ香水,Orb Perfume XS,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
81,牙王ゴースネル召喚符,Gosnell Summon,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
82,覚醒の鬼石,Super Demon Stone,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
83,カジノな香水,Casino Perfume,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
84,カジノなプチ香水,Casino Perfume S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
85,カジノなプチプチ香水,Casino Petit Perfume,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
86,カジノプレイチケット,Casino Play Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
87,仮装メイクおためし道具,Makeup Trial Kit,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
88,仮装メイク道具,Makeup Kit,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
89,ガタラのブタまん,Gatara Pig Buns,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
90,カムシカせんべえ,Azlantelope Wafer,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
91,辛党衣装券,Spicy Costume Voucher,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
92,辛味のモト,Spicy Powder,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
93,カリスマココア,Charisma Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
94,きせきの香水,Miracle Perfume,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
95,きせきのプチ香水,Miracle Perfume S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
96,きせきのプチプチ香水,Miracle Perfume XS,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
97,輝石の天箱,Augite Sky Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
98,輝石の竜箱,Augite Dragon Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
99,きつけそう,Softwort,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
100,究極邪教司祭カード,Ultimate Aamon Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
101,究極邪教司祭コイン,Ultimate Aamon Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
102,究極邪教司祭メダル,Ultimate Aamon Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
103,究極邪教司祭練習札,Ultimate Aamon Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
104,キューティココア,Cutie Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
105,ギュメイ将軍カード,Goresby-Purrvis Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
106,ギュメイ将軍コイン,Goresby-Purrvis Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
107,ギュメイ将軍練習札,Goresby-Purrvis Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
108,きようさのたね,Seed of Deftness,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
109,兄弟姉妹コーデ券,Sibling Glamour Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
110,強・キャッツメダル,Apex Cats Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
111,強・サボテンダーコイン,Apex Cactuar Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
112,強・タロットメダル,Apex Tarot Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
113,強・ボーンズメダル,Apex Bones Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
114,強・魔軍メダル,Apex Demon Army Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
115,強・マンドラゴラコイン,Apex Mandragora Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
116,キラーマジンガカード,Uberkilling Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
117,キラーマジンガ強カード,Apex Uberkilling Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
118,キラーマジンガ強メダル,Apex Uberkilling Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
119,キラーマジンガコイン,Uberkilling Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
120,キラーマジンガ練習札,Uberkilling Machine Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
121,○○の緊急依頼書,Emergency Request: ○○,,,consumable,2026-03-12 05:52:25,2026-03-20 12:53:25
122,キングヒドラカード,King Hydra Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
123,キングヒドラ強カード,Apex King Hydra Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
124,キングヒドラ強メダル,Apex King Hydra Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
125,キングヒドラコイン,King Hydra Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
126,キングヒドラ練習札,King Hydra Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
127,金のおたから花,Gold Treasurebloom,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
128,金の玉手箱,Gold Jewelry Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
129,銀のおたから花,Silver Treasurebloom,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
130,グラコスカード,Gracos Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
131,グラコス強カード,Apex Gracos Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
132,グラコス強メダル,Apex Gracos Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
133,グラコスコイン,Gracos Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
134,グラコス練習札,Gracos Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
135,グランドタイタス丼,Grand Titus Bowl,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
136,クレバーココア,Clever Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
137,グローリーココア,Glory Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
138,経験値の古文書・小,Experience Scroll S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
139,経験値の古文書・職業,Ancient Tome of Job Experience,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
140,経験値の古文書・大,Experience Scroll L,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
141,経験値の古文書・中,Experience Scroll M,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
142,経験値の聖典,EXP Scripture,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
143,経験値の秘薬・小,Experience Elixir S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
144,結界の守護者カード,Barrier Guardians Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
145,結界の守護者コイン,Barrier Guardians Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
146,結界の守護者メダル,Barrier Guardians Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
147,結界の守護者練習札,Barrier Guardians Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
148,ゲルニック将軍カード,Hootingham-Gore Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
149,ゲルニック将軍コイン,Hootingham-Gore Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
150,ゲルニック将軍メダル,Hootingham-Gore Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
151,幻界の四諸侯カード,Dread Fiends Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
152,幻界の四諸侯強カード,Apex Dread Fiends Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
153,幻界の四諸侯強メダル,Apex Dread Fiends Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
154,幻界の四諸侯コイン,Dread Fiends Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
155,幻界の四諸侯練習札,Dread Fiends Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
156,元気玉,Bonus Orb,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
157,げんこつアメ,Fisticandy,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
158,けんじゃのいし,Sage's Stone,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
159,けんじゃのせいすい,Sage's Elixir,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
160,紅葉レンズ,Autumn Leaf Lens,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
161,ゴージャスココア,Gorgeous Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
162,ゴールドエッグ,Golden Egg,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
163,ゴールドマン衣装券,Gold Golem Voucher,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
164,ご近所なかよしボックス,Neighborhood Friend Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
165,ゴルスラメダル,Gem Slime Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
166,ゴレオン将軍カード,Goreham-Hogg Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
167,ゴレオン将軍コイン,Goreham-Hogg Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
168,ゴレオン将軍メダル,Goreham-Hogg Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
169,ゴレオン将軍練習札,Goreham-Hogg Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
170,コロシアムバーガー,Coliseum Burger,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
171,サイキョーVロンコイン,Ultimate V-Lon Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
172,ザ・キャッツメダル,The Cats Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
173,サボテンダーコイン,Cactuar Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
174,ザ・ボーンズメダル,The Bones Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
175,サマーウルフ衣装券,Summer Wolf Voucher,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
176,しあわせの玉手箱,Happiness Jewelry Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
177,詩人の玉手箱,Poet's Jewelry Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
178,しっかりせんべい,Firm Rice Cracker,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
179,小元気玉,Bonus Orb S,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
180,上どくけしそう,Strong Antidote,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
181,上やくそう,Strong Medicine,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
182,女王様サブレ,Queen Biscuit,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
183,ショコラチケット,Chocolate Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
184,真・幻界諸侯カード,True Dread Fiends Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
185,真・幻界諸侯コイン,True Dread Fiends Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
186,真・幻界諸侯メダル,True Dread Fiends Medal,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
187,真・幻界諸侯練習札,True Dread Fiends Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
188,しんこうのたね,Seed of Therapeusis,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
189,水中レンズ,Underwater Lens,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
190,スイートココア,Sweet Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
191,スキルブック,Skill Book,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
192,スペシャル家具庭具券,Special Decor Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
193,スペシャルそうび券,Special Glamour Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
194,スペシャルふくびき券,SP Tombola Ticket,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
195,スライダークカード,Nemeslime Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
196,スライダークコイン,Nemeslime Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
197,スライダーク練習札,Nemeslime Tag,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
198,Sジェネラルカード,S General Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
199,Sジェネラルコイン,S General Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
200,Sジェネラル練習札,S General Practice Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
201,Sキラーマシンカード,S Killing Machine Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
202,Sキラーマシンコイン,S Killing Machine Coin,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
203,Sキラーマシン練習札,S Killing Machine Practice Card,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
204,すばやさのたね,Seed of Agility,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
205,せいれいの霊薬,Spirit Elixir,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
206,せかいじゅのしずく,Yggdrasil Dew,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
207,せかいじゅの葉,Yggdrasil Leaf,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
208,セクシーココア,Sexy Cocoa,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
209,ゼルメアの聖紋,Zelmea Crest,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
210,戦神の箱,War God Box,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
211,戦神の箱2,War God Box II,,,consumable,2026-03-12 05:52:25,2026-03-12 05:52:25
212,戦神の箱改,War God Box Kai,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
213,全やりなおしの宝珠,Resettall Stone,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
214,タイムマスターカード,The Time Being Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
215,タイムマスターコイン,The Time Being Coin,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
216,タイムマスターメダル,The Time Being Medal,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
217,タイムマスター練習札,The Time Being Tag,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
218,達人の玉手箱,Master's Jewelry Box,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
219,七夕の短冊,Tanabata Strip,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
220,タロットメダル,Tarot Medal,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
221,タロットメダルの破片,Tarot Medal Fragment,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
222,小さなイレモン,Little Lemon,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
223,ちいさな星の贈り物,Little Star's Gift,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
224,ちからのたね,Seed of Strength,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
225,超おたから花サファイア,Sapphire Treasurebloom,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
226,超おたから花ダイヤ,Diamond Treasurebloom,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
227,超おたから花ルビー,Ruby Treasurebloom,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
228,超元気玉,Bonus Orb L,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
229,超やくそう,Ultra Medicine,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
230,つきのめぐみ,Lunaria,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
231,帝国三将軍カード,Triumgorate Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
232,帝国三将軍コイン,Triumgorate Coin,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
233,帝国三将軍メダル,Triumgorate Medal,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
234,帝国三将軍練習札,Triumgorate Tag,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
235,デスマシーンカード,Slaughtomaton Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
236,デスマシーンコイン,Slaughtomaton Coin,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
237,デスマシーンメダル,Slaughtomaton Medal,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
238,デスマシーン練習札,Slaughtomaton Tag,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
239,天光のしずく,Refreshing Dew,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
240,天光の葉,Leaf of Revival,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
241,天使のすず,Angel Bell,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
242,天使のスズラン,Angel Lily,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
243,伝説の三悪魔カード,Legendary Evils Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
244,伝説の三悪魔コイン,Legendary Evils Coin,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
245,伝説の三悪魔闘カード,Epic Legendary Evils Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
246,伝説の三悪魔練習札,Legendary Evils Tag,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
247,時の化身の像・庭交換券,Tockle Statue(G) Ticket,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
248,どくがのこな,Coagulant,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
249,どくけしそう,Antidotal Herb,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
250,特どくけしそう,Special Antidote,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
251,特やくそう,Special Medicine,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
252,とこなつココナッツ,Summer Coconut,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
253,特急メタル招待券,Express Metal Ticket,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
254,特訓元気玉,Training Orb,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
255,ドラゴンカード,Green Dragon Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
256,ドラゴンガイアカード,Gaia Dragon Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
257,ドラゴンガイア強カード,Apex Gaia Dragon Card,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
258,ドラゴンガイア強メダル,Apex Gaia Dragon Medal,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
259,ドラゴンガイアコイン,Gaia Dragon Coin,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
260,ドラゴンガイア練習札,Gaia Dragon Tag,,,consumable,2026-03-12 05:52:26,2026-03-12 05:52:26
