id,name,name_en,buy_price,sell_price,category,created_at,updated_at
92,辛味のモト,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
93,カリスマココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
94,きせきの香水,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
95,きせきのプチ香水,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
96,きせきのプチプチ香水,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
97,輝石の天箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
98,輝石の竜箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
99,きつけそう,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
100,究極邪教司祭カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
101,究極邪教司祭コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
102,究極邪教司祭メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
103,究極邪教司祭練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
104,キューティココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
105,ギュメイ将軍カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
106,ギュメイ将軍コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
107,ギュメイ将軍練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
108,きようさのたね,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
109,兄弟姉妹コーデ券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
110,強・キャッツメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
111,強・サボテンダーコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
112,強・タロットメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
113,強・ボーンズメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
114,強・魔軍メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
115,強・マンドラゴラコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
116,キラーマジンガカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
117,キラーマジンガ強カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
118,キラーマジンガ強メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
119,キラーマジンガコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
120,キラーマジンガ練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
121,○○の緊急依頼書,,,,consumable,"2026-03-12 05:52:25","2026-03-20 12:53:25"
122,キングヒドラカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
123,キングヒドラ強カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
124,キングヒドラ強メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
125,キングヒドラコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
126,キングヒドラ練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
127,金のおたから花,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
128,金の玉手箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
129,銀のおたから花,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
130,グラコスカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
131,グラコス強カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
132,グラコス強メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
133,グラコスコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
134,グラコス練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
135,グランドタイタス丼,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
136,クレバーココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
137,グローリーココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
138,経験値の古文書・小,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
139,経験値の古文書・職業,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
140,経験値の古文書・大,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
141,経験値の古文書・中,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
142,経験値の聖典,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
143,経験値の秘薬・小,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
144,結界の守護者カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
145,結界の守護者コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
146,結界の守護者メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
147,結界の守護者練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
148,ゲルニック将軍カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
149,ゲルニック将軍コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
150,ゲルニック将軍メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
151,幻界の四諸侯カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
152,幻界の四諸侯強カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
153,幻界の四諸侯強メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
154,幻界の四諸侯コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
155,幻界の四諸侯練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
156,元気玉,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
157,げんこつアメ,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
158,けんじゃのいし,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
159,けんじゃのせいすい,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
160,紅葉レンズ,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
161,ゴージャスココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
162,ゴールドエッグ,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
163,ゴールドマン衣装券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
164,ご近所なかよしボックス,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
165,ゴルスラメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
166,ゴレオン将軍カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
167,ゴレオン将軍コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
168,ゴレオン将軍メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
169,ゴレオン将軍練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
170,コロシアムバーガー,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
171,サイキョーVロンコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
172,ザ・キャッツメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
173,サボテンダーコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
174,ザ・ボーンズメダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
175,サマーウルフ衣装券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
176,しあわせの玉手箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
177,詩人の玉手箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
178,しっかりせんべい,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
179,小元気玉,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
180,上どくけしそう,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
181,上やくそう,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
182,女王様サブレ,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
183,ショコラチケット,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
184,真・幻界諸侯カード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
185,真・幻界諸侯コイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
186,真・幻界諸侯メダル,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
187,真・幻界諸侯練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
188,しんこうのたね,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
189,水中レンズ,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
190,スイートココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
191,スキルブック,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
192,スペシャル家具庭具券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
193,スペシャルそうび券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
194,スペシャルふくびき券,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
195,スライダークカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
196,スライダークコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
197,スライダーク練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
198,Sジェネラルカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
199,Sジェネラルコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
200,Sジェネラル練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
201,Sキラーマシンカード,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
202,Sキラーマシンコイン,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
203,Sキラーマシン練習札,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
204,すばやさのたね,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
205,せいれいの霊薬,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
206,せかいじゅのしずく,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
207,せかいじゅの葉,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
208,セクシーココア,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
209,ゼルメアの聖紋,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
210,戦神の箱,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
211,戦神の箱2,,,,consumable,"2026-03-12 05:52:25","2026-03-12 05:52:25"
212,戦神の箱改,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
213,全やりなおしの宝珠,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
214,タイムマスターカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
215,タイムマスターコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
216,タイムマスターメダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
217,タイムマスター練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
218,達人の玉手箱,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
219,七夕の短冊,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
220,タロットメダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
221,タロットメダルの破片,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
222,小さなイレモン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
223,ちいさな星の贈り物,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
224,ちからのたね,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
225,超おたから花サファイア,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
226,超おたから花ダイヤ,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
227,超おたから花ルビー,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
228,超元気玉,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
229,超やくそう,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
230,つきのめぐみ,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
231,帝国三将軍カード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
232,帝国三将軍コイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
233,帝国三将軍メダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
234,帝国三将軍練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
235,デスマシーンカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
236,デスマシーンコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
237,デスマシーンメダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
238,デスマシーン練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
239,天光のしずく,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
240,天光の葉,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
241,天使のすず,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
242,天使のスズラン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
243,伝説の三悪魔カード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
244,伝説の三悪魔コイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
245,伝説の三悪魔闘カード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
246,伝説の三悪魔練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
247,時の化身の像・庭交換券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
248,どくがのこな,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
249,どくけしそう,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
250,特どくけしそう,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
251,特やくそう,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
252,とこなつココナッツ,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
253,特急メタル招待券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
254,特訓元気玉,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
255,ドラゴンカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
256,ドラゴンガイアカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
257,ドラゴンガイア強カード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
258,ドラゴンガイア強メダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
259,ドラゴンガイアコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
260,ドラゴンガイア練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
261,ドラゴンコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
262,ドラゴンメダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
263,ドラゴン練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
264,トラマナミスト,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
265,とりなお草,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
266,ドルセリン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
267,ドルワーム研究服券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
268,トレジャーココア,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
269,ドレスアップ無料券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
270,ドレスアップ優待券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
271,ドン・モグーラカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
272,ドン・モグーラコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
273,ドン・モグーラ練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
274,ながれ星の贈り物,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
275,ナスビナーラ衣装券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
276,虹のしずく,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
277,年賀はがき,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
278,年賀はがき・午,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
279,年賀はがき・巳,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
280,育みの香水,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
281,育みの上香水,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
282,白紙のカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
283,白紙のカードの切れはし,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
284,はぐメタコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
285,はぐメタチケット,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
286,バズズカード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
287,バズズ強カード,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
288,バズズ強メダル,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
289,バズズコイン,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
290,バズズ練習札,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
291,バッジ交換券,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
292,バッジパック金,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
293,バッジパック銀,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
294,バッジパック銅,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
295,バッジパック虹,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
296,ハツラツ豆,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
297,バトルロードチケット,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
298,バトルロードボックス,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
299,花狩人の衣装券・赤,,,,consumable,"2026-03-12 05:52:26","2026-03-12 05:52:26"
